CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Location 1,Total Incidents
09/03/2015,12:30:00,6D,2500 LAURETTA AVE,LARCENY FROM AUTO,,721,WESTERN,Rosemont Homeowners/Tenan,"(39.293970000000, -76.658600000000)",1
09/03/2015,12:00:00,4F,1600 BANK ST,ASSAULT BY THREAT,,213,SOUTHEASTERN,Fells Point,"(39.286540000000, -76.594490000000)",1
09/03/2015,12:00:00,6C,100 W LEXINGTON ST,LARCENY,,111,CENTRAL,Downtown,"(39.291590000000, -76.617390000000)",1
09/03/2015,11:59:00,6F,1500 RUSSELL ST,LARCENY,,941,SOUTHERN,Carroll - Camden Industri,"(39.274080000000, -76.627690000000)",1
09/03/2015,11:45:00,6D,0 BIDDLE ST,LARCENY FROM AUTO,,141,CENTRAL,Mid-Town Belvedere,"(39.303490000000, -76.615210000000)",1
09/03/2015,11:38:00,4B,200 N EUTAW ST,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,"(39.291570000000, -76.621100000000)",1
09/03/2015,11:00:00,5A,3800 E BIDDLE ST,BURGLARY,,333,EASTERN,Orangeville Industrial Ar,"(39.305440000000, -76.565790000000)",1
09/03/2015,10:53:00,4B,1400 E FAIRMOUNT AVE,AGG. ASSAULT,KNIFE,212,SOUTHEASTERN,Washington Hill,"(39.292050000000, -76.598090000000)",1
09/03/2015,10:30:00,6J,1300 N CAREY ST,LARCENY,,743,WESTERN,Sandtown-Winchester,"(39.304570000000, -76.638990000000)",1
09/03/2015,09:15:00,6D,2100 VINE ST,LARCENY FROM AUTO,,714,WESTERN,Penrose/Fayette Street Ou,"(39.289880000000, -76.650480000000)",1
09/03/2015,09:00:00,6D,2700 PULASKI HWY,LARCENY FROM AUTO,,221,SOUTHEASTERN,McElderry Park,"(39.294790000000, -76.578800000000)",1
09/03/2015,09:00:00,6D,1800 E BIDDLE ST,LARCENY FROM AUTO,,331,EASTERN,Broadway East,"(39.304420000000, -76.592410000000)",1
09/03/2015,09:00:00,6D,0 W FRANKLIN ST,LARCENY FROM AUTO,,111,CENTRAL,Downtown,"(39.295070000000, -76.615720000000)",1
09/03/2015,0855,9S,1600 GOUGH ST,SHOOTING,FIREARM,213,SOUTHEASTERN,Fells Point,"(39.287600000000, -76.594570000000)",1
09/03/2015,08:54:00,4A,200 BETHEL ST,AGG. ASSAULT,FIREARM,212,SOUTHEASTERN,Dunbar-Broadway,"(39.294080000000, -76.594840000000)",1
09/03/2015,08:43:00,6G,900 N CHARLES ST,LARCENY,,142,CENTRAL,Mount Vernon,"(39.299880000000, -76.615840000000)",1
09/03/2015,08:30:00,3AF,3700 OLD FREDERICK RD,ROBBERY - STREET,FIREARM,842,SOUTHWESTERN,Saint Josephs,"(39.283720000000, -76.678310000000)",1
09/03/2015,08:00:00,6E,3700 SAINT VICTOR ST,LARCENY,,913,SOUTHERN,Brooklyn,"(39.233160000000, -76.597330000000)",1
09/03/2015,07:56:00,4E,1500 RUSSELL ST,COMMON ASSAULT,,941,SOUTHERN,Carroll - Camden Industri,"(39.274080000000, -76.627690000000)",1
09/03/2015,07:39:00,4E,0 S CONKLING ST,COMMON ASSAULT,,223,SOUTHEASTERN,Baltimore Highlands,"(39.292150000000, -76.567480000000)",1
09/03/2015,07:30:00,6D,3000 O''DONNELL ST,LARCENY FROM AUTO,,232,SOUTHEASTERN,Canton,"(39.280450000000, -76.573070000000)",1
09/03/2015,06:30:00,6F,1300 MCCULLOH ST,LARCENY,,132,CENTRAL,Madison Park,"(39.302710000000, -76.627920000000)",1
09/03/2015,03:50:00,7A,700 WASHINGTON BLVD,AUTO THEFT,,932,SOUTHERN,Washington Village/Pigtow,"(39.283270000000, -76.626590000000)",1
09/03/2015,02:16:00,3CF,1500 S CATON AVE,ROBBERY - COMMERCIAL,FIREARM,831,SOUTHWESTERN,Morrell Park,"(39.261660000000, -76.665270000000)",1
09/03/2015,02:15:00,4E,1200 N POTOMAC ST,COMMON ASSAULT,,332,EASTERN,Berea,"(39.305480000000, -76.575680000000)",1
09/03/2015,01:57:00,4E,300 S BROADWAY,COMMON ASSAULT,,213,SOUTHEASTERN,Fells Point,"(39.287470000000, -76.593550000000)",1
09/03/2015,01:30:00,6J,1500 RUSSELL ST,LARCENY,,941,SOUTHERN,Carroll - Camden Industri,"(39.274150000000, -76.627910000000)",1
09/03/2015,01:04:00,4B,400 E BALTIMORE ST,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,"(39.289760000000, -76.610150000000)",1
09/03/2015,01:01:00,4E,300 S DALLAS CT,COMMON ASSAULT,,211,SOUTHEASTERN,Perkins Homes,"(39.286970000000, -76.596540000000)",1
09/03/2015,01:01:00,4E,300 S DALLAS CT,COMMON ASSAULT,,211,SOUTHEASTERN,Perkins Homes,"(39.286970000000, -76.596540000000)",1
09/03/2015,01:00:00,7C,900 W FRANKLIN ST,AUTO THEFT,,713,WESTERN,Harlem Park,"(39.294460000000, -76.632260000000)",1
09/04/2015,23:37:00,4E,1100 WEBB CT,COMMON ASSAULT,,312,EASTERN,Oldtown,"(39.300640000000, -76.602690000000)",1
09/04/2015,23:37:00,4E,1100 WEBB CT,COMMON ASSAULT,,312,EASTERN,Oldtown,"(39.300640000000, -76.602690000000)",1
09/04/2015,23:37:00,4E,1100 WEBB CT,COMMON ASSAULT,,312,EASTERN,Oldtown,"(39.300640000000, -76.602690000000)",1
09/04/2015,23:00:00,6D,ST & S BOND ST,LARCENY FROM AUTO,,213,SOUTHEASTERN,Fells Point,"(39.282480000000, -76.595130000000)",1
09/04/2015,22:50:00,3AK,0 S ANN ST,ROBBERY - STREET,KNIFE,212,SOUTHEASTERN,Washington Hill,"(39.291040000000, -76.591710000000)",1
09/04/2015,22:30:00,4B,3400 WILKENS AVE,AGG. ASSAULT,KNIFE,832,SOUTHWESTERN,Saint Agnes,"(39.272640000000, -76.675070000000)",1
09/04/2015,22:30:00,4B,3400 WILKENS AVE,AGG. ASSAULT,KNIFE,832,SOUTHWESTERN,Saint Agnes,"(39.272640000000, -76.675070000000)",1
09/04/2015,22:00:00,3AF,3200 BELMONT AVE,ROBBERY - STREET,FIREARM,813,SOUTHWESTERN,Rosemont,"(39.302230000000, -76.671730000000)",1
09/04/2015,21:40:00,4D,1000 W LAFAYETTE AVE,AGG. ASSAULT,HANDS,743,WESTERN,Sandtown-Winchester,"(39.299200000000, -76.634820000000)",1
09/04/2015,21:05:00,6G,800 S BROADWAY,LARCENY,,213,SOUTHEASTERN,Fells Point,"(39.282400000000, -76.592880000000)",1
09/04/2015,21:00:00,6E,2300 WILKENS AVE,LARCENY,,841,SOUTHWESTERN,Carrollton Ridge,"(39.279910000000, -76.652850000000)",1
09/04/2015,21:00:00,7A,500 E FAYETTE ST,AUTO THEFT,,111,CENTRAL,Downtown,"(39.290610000000, -76.608880000000)",1
09/04/2015,20:59:56,2A,200 S MONASTERY AVE,RAPE,OTHER,843,SOUTHWESTERN,Irvington,"(39.282790000000, -76.681060000000)",1
09/04/2015,20:30:00,5A,300 S LEHIGH ST,BURGLARY,,242,SOUTHEASTERN,Greektown,"(39.288540000000, -76.558190000000)",1
09/04/2015,20:15:00,4D,1100 WILMOT CT,AGG. ASSAULT,HANDS,312,EASTERN,Oldtown,"(39.299390000000, -76.602640000000)",1
09/04/2015,19:50:00,6C,EASTERN AVE,LARCENY,,241,SOUTHEASTERN,Pulaski Industrial Area,"(39.287900000000, -76.536270000000)",1
09/04/2015,19:30:00,5A,1500 PENNSYLVANIA AVE,BURGLARY,,123,CENTRAL,Upton,"(39.302230000000, -76.633080000000)",1
09/04/2015,19:15:00,4E,2900 PULASKI HWY,COMMON ASSAULT,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.295180000000, -76.575850000000)",1
09/04/2015,19:00:00,6D,1800 W FAIRMOUNT AVE,LARCENY FROM AUTO,,711,WESTERN,Franklin Square,"(39.288990000000, -76.645350000000)",1
09/04/2015,18:30:00,4E,300 W BALTIMORE ST,COMMON ASSAULT,,111,CENTRAL,Downtown,"(39.289380000000, -76.619670000000)",1
09/04/2015,18:09:00,4E,500 E PRATT ST,COMMON ASSAULT,,112,CENTRAL,Inner Harbor,"(39.286680000000, -76.608430000000)",1
09/04/2015,18:00:00,5A,200 N MILTON AVE,BURGLARY,,221,SOUTHEASTERN,Patterson Place,"(39.294870000000, -76.582080000000)",1
09/04/2015,18:00:00,5A,1300 E PATAPSCO AVE,BURGLARY,,911,SOUTHERN,Curtis Bay,"(39.233010000000, -76.591720000000)",1
09/04/2015,18:00:00,5A,1500 WILLIAM ST,BURGLARY,,942,SOUTHERN,Riverside,"(39.272600000000, -76.610040000000)",1
09/04/2015,18:00:00,5D,200 N WASHINGTON ST,BURGLARY,,212,SOUTHEASTERN,CARE,"(39.294310000000, -76.589290000000)",1
09/04/2015,18:00:00,6B,5900 PULASKI HWY,LARCENY,,433,NORTHEASTERN,Armistead Gardens,"(39.302110000000, -76.547590000000)",1
09/04/2015,18:00:00,6E,1600 EASTERN AVE,LARCENY,,213,SOUTHEASTERN,Fells Point,"(39.285520000000, -76.595240000000)",1
09/04/2015,17:50:00,4E,200 E SARATOGA ST,COMMON ASSAULT,,111,CENTRAL,Downtown,"(39.292440000000, -76.611810000000)",1
09/04/2015,17:00:00,5A,0 S MORLEY ST,BURGLARY,,842,SOUTHWESTERN,Saint Josephs,"(39.285770000000, -76.675030000000)",1
09/04/2015,17:00:00,6E,2400 CARROLL ST,LARCENY,,831,SOUTHWESTERN,Morrell Park,"(39.267310000000, -76.649570000000)",1
09/04/2015,16:45:00,4E,800 SPEDDEN ST,COMMON ASSAULT,,722,WESTERN,Midtown-Edmondson,"(39.297220000000, -76.652490000000)",1
09/04/2015,16:30:00,6J,200 N PULASKI ST,LARCENY,,714,WESTERN,Penrose/Fayette Street Ou,"(39.290510000000, -76.650240000000)",1
09/04/2015,16:29:00,5B,200 N GLOVER ST,BURGLARY,,221,SOUTHEASTERN,McElderry Park,"(39.295060000000, -76.579970000000)",1
09/04/2015,16:00:00,5A,3900 MOUNT PLEASANT AVE,BURGLARY,,223,SOUTHEASTERN,Baltimore Highlands,"(39.290990000000, -76.564280000000)",1
09/04/2015,16:00:00,6D,300 W LEXINGTON ST,LARCENY FROM AUTO,,111,CENTRAL,Downtown,"(39.291500000000, -76.619790000000)",1
09/04/2015,16:00:00,6J,300 S SHARP ST,LARCENY,,113,CENTRAL,Downtown West,"(39.286060000000, -76.617470000000)",1
09/04/2015,15:40:00,6G,900 E PRATT ST,LARCENY,,211,SOUTHEASTERN,Little Italy,"(39.287580000000, -76.602400000000)",1
09/04/2015,15:30:00,3AO,0 E RANDALL ST,ROBBERY - STREET,OTHER,942,SOUTHERN,South Baltimore,"(39.271540000000, -76.613960000000)",1
09/04/2015,15:00:00,4E,1100 CARROLL ST,COMMON ASSAULT,,932,SOUTHERN,Washington Village/Pigtow,"(39.281380000000, -76.632360000000)",1
09/04/2015,14:50:00,4E,1800 WILHELM ST,COMMON ASSAULT,,934,SOUTHERN,Carrollton Ridge,"(39.283770000000, -76.645400000000)",1
09/04/2015,14:45:00,4C,2400 ROUND RD,AGG. ASSAULT,OTHER,922,SOUTHERN,Cherry Hill,"(39.252980000000, -76.626770000000)",1
09/04/2015,14:00:00,6J,1800 PENNSYLVANIA AVE,LARCENY,,123,CENTRAL,Upton,"(39.304610000000, -76.635920000000)",1
09/04/2015,13:40:00,6D,0 N MILTON AVE,LARCENY FROM AUTO,,221,SOUTHEASTERN,Patterson Place,"(39.292480000000, -76.581940000000)",1
09/04/2015,13:30:00,6D,1400 W LOMBARD ST,LARCENY FROM AUTO,,933,SOUTHERN,Union Square,"(39.286460000000, -76.639540000000)",1
09/04/2015,13:25:00,4B,2300 E CHASE ST,AGG. ASSAULT,KNIFE,322,EASTERN,Biddle Street,"(39.303630000000, -76.584970000000)",1
09/04/2015,13:25:00,4E,2300 E CHASE ST,COMMON ASSAULT,,322,EASTERN,Biddle Street,"(39.303630000000, -76.584970000000)",1
09/04/2015,12:40:00,4E,400 NORMANDY AVE,COMMON ASSAULT,,843,SOUTHWESTERN,Allendale,"(39.291790000000, -76.681460000000)",1
09/04/2015,12:30:00,5A,1000 EVANS WAY,BURGLARY,,433,NORTHEASTERN,Armistead Gardens,"(39.305020000000, -76.545300000000)",1
09/04/2015,12:25:00,6G,1400 ORLEANS ST,LARCENY,,321,EASTERN,Dunbar-Broadway,"(39.295130000000, -76.598610000000)",1
09/04/2015,12:00:00,7C,100 S LINWOOD AVE,AUTO THEFT,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.290630000000, -76.576050000000)",1
09/04/2015,11:07:00,6J,600 E PRATT ST,LARCENY,,112,CENTRAL,Inner Harbor,"(39.286700000000, -76.607810000000)",1
09/04/2015,11:00:00,4E,900 N WOLFE ST,COMMON ASSAULT,,321,EASTERN,Middle East,"(39.301290000000, -76.591030000000)",1
09/04/2015,11:00:00,6G,1100 CARROLL ST,LARCENY,,932,SOUTHERN,Washington Village/Pigtow,"(39.281380000000, -76.632360000000)",1
09/04/2015,10:48:00,4E,1300 E MADISON ST,COMMON ASSAULT,,313,EASTERN,Oldtown,"(39.299190000000, -76.599910000000)",1
09/04/2015,10:30:00,6D,200 S BROADWAY,LARCENY FROM AUTO,,213,SOUTHEASTERN,Fells Point,"(39.289010000000, -76.593650000000)",1
09/04/2015,10:30:00,6G,700 ALICEANNA ST,LARCENY,,211,SOUTHEASTERN,Inner Harbor,"(39.282970000000, -76.602940000000)",1
09/04/2015,10:00:00,5A,0 S ELLAMONT ST,BURGLARY,,842,SOUTHWESTERN,Carroll-South Hilton,"(39.285710000000, -76.670380000000)",1
09/04/2015,08:50:00,4E,1700 PRESSTMAN ST,COMMON ASSAULT,,742,WESTERN,Sandtown-Winchester,"(39.305360000000, -76.644810000000)",1
09/04/2015,08:35:00,6G,700 CATHEDRAL ST,LARCENY,,142,CENTRAL,Mount Vernon,"(39.297940000000, -76.617020000000)",1
09/04/2015,08:00:00,6G,1000 HULL ST,LARCENY,,943,SOUTHERN,Locust Point Industrial A,"(39.274340000000, -76.590700000000)",1
09/04/2015,07:00:00,6E,1600 CEREAL ST,LARCENY,,911,SOUTHERN,Curtis Bay,"(39.221710000000, -76.587500000000)",1
09/04/2015,07:00:00,7A,1400 E PATAPSCO AVE,AUTO THEFT,,911,SOUTHERN,Fairfield Area,"(39.232160000000, -76.589110000000)",1
09/04/2015,05:27:00,4E,1400 E FAYETTE ST,COMMON ASSAULT,,212,SOUTHEASTERN,Washington Hill,"(39.292960000000, -76.598040000000)",1
09/04/2015,04:00:00,7A,900 E MADISON ST,AUTO THEFT,,312,EASTERN,Oldtown,"(39.299040000000, -76.605000000000)",1
09/04/2015,03:40:00,4B,1100 PENNSYLVANIA AVE,AGG. ASSAULT,KNIFE,123,CENTRAL,Upton,"(39.298770000000, -76.628790000000)",1
09/04/2015,03:33:00,4E,0 N CALVERT ST,COMMON ASSAULT,,111,CENTRAL,Downtown,"(39.289700000000, -76.612260000000)",1
09/04/2015,02:50:00,4E,2200 ROUND RD,COMMON ASSAULT,,922,SOUTHERN,Cherry Hill,"(39.253580000000, -76.625860000000)",1
09/04/2015,00:44:00,6C,100 W LEXINGTON ST,LARCENY,,111,CENTRAL,Downtown,"(39.291640000000, -76.617290000000)",1
09/04/2015,00:30:00,4B,1800 PRESSTMAN ST,AGG. ASSAULT,KNIFE,743,WESTERN,Sandtown-Winchester,"(39.305240000000, -76.646690000000)",1
09/04/2015,00:30:00,5A,2100 W FAYETTE ST,BURGLARY,,714,WESTERN,Penrose/Fayette Street Ou,"(39.289330000000, -76.650550000000)",1
09/04/2015,00:01:00,6D,2100 BANK ST,LARCENY FROM AUTO,,212,SOUTHEASTERN,Upper Fells Point,"(39.286910000000, -76.586720000000)",1
09/05/2015,23:30:00,4C,1300 PONTIAC AVE,AGG. ASSAULT,OTHER,911,SOUTHERN,Curtis Bay,"(39.231880000000, -76.592480000000)",1
09/05/2015,23:00:00,5A,0 W PRESTON ST,BURGLARY,,141,CENTRAL,Mid-Town Belvedere,"(39.304460000000, -76.616460000000)",1
09/05/2015,22:45:00,4E,3500 ROUND RD,COMMON ASSAULT,,922,SOUTHERN,Cherry Hill,"(39.242510000000, -76.622840000000)",1
09/05/2015,22:35:00,7A,2100 E BALTIMORE ST,AUTO THEFT,,212,SOUTHEASTERN,Butcher's Hill,"(39.291760000000, -76.587190000000)",1
09/05/2015,22:30:00,7A,400 HAZLETT AVE,AUTO THEFT,,833,SOUTHWESTERN,Beechfield,"(39.279760000000, -76.698020000000)",1
09/05/2015,21:58:00,4E,2800 SPELMAN RD,COMMON ASSAULT,,922,SOUTHERN,Cherry Hill,"(39.245750000000, -76.628320000000)",1
09/05/2015,21:58:00,4E,2800 SPELMAN RD,COMMON ASSAULT,,922,SOUTHERN,Cherry Hill,"(39.245750000000, -76.628320000000)",1
09/05/2015,21:30:00,6D,300 S EDEN ST,LARCENY FROM AUTO,,211,SOUTHEASTERN,Little Italy,"(39.287250000000, -76.598460000000)",1
09/05/2015,21:00:00,6D,1100 N STRICKER ST,LARCENY FROM AUTO,,743,WESTERN,Sandtown-Winchester,"(39.301290000000, -76.641720000000)",1
09/05/2015,20:45:00,6D,300 W BALTIMORE ST,LARCENY FROM AUTO,,111,CENTRAL,Downtown,"(39.289380000000, -76.619670000000)",1
09/05/2015,20:41:00,4B,500 KIRBY LN,AGG. ASSAULT,KNIFE,722,WESTERN,Harlem Park,"(39.293910000000, -76.646280000000)",1
09/05/2015,20:15:00,6G,2100 W PATAPSCO AVE,LARCENY,,923,SOUTHERN,Lakeland,"(39.251230000000, -76.644660000000)",1
09/05/2015,20:00:00,4E,4900 PENNINGTON AVE,COMMON ASSAULT,,911,SOUTHERN,Curtis Bay,"(39.222130000000, -76.588210000000)",1
09/05/2015,20:00:00,5A,300 GUSRYAN ST,BURGLARY,,241,SOUTHEASTERN,Bayview,"(39.290060000000, -76.541020000000)",1
09/05/2015,20:00:00,7A,200 S CATHERINE ST,AUTO THEFT,,842,SOUTHWESTERN,Shipley Hill,"(39.284260000000, -76.655940000000)",1
09/05/2015,19:50:00,6D,1000 S LAKEWOOD AVE,LARCENY FROM AUTO,,232,SOUTHEASTERN,Canton,"(39.280950000000, -76.578330000000)",1
09/05/2015,19:00:00,4F,1400 S CAREY ST,ASSAULT BY THREAT,,932,SOUTHERN,Washington Village/Pigtow,"(39.279270000000, -76.633620000000)",1
09/05/2015,18:45:00,6D,1600 BANK ST,LARCENY FROM AUTO,,211,SOUTHEASTERN,Perkins Homes,"(39.286580000000, -76.594720000000)",1
09/05/2015,18:15:00,3AF,2200 W LEXINGTON ST,ROBBERY - STREET,FIREARM,714,WESTERN,Penrose/Fayette Street Ou,"(39.290430000000, -76.651810000000)",1
09/05/2015,18:15:00,4F,300 N CHARLES ST,ASSAULT BY THREAT,,111,CENTRAL,Downtown,"(39.292480000000, -76.615380000000)",1
09/05/2015,18:00:00,6E,1000 N CALHOUN ST,LARCENY,,743,WESTERN,Sandtown-Winchester,"(39.300140000000, -76.640230000000)",1
09/05/2015,17:30:00,4E,PRATT ST & S CAROLINE ST,COMMON ASSAULT,,212,SOUTHEASTERN,Washington Hill,"(39.289100000000, -76.597010000000)",1
09/05/2015,17:00:00,6B,300 N ELLWOOD AVE,LARCENY,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.295950000000, -76.573550000000)",1
09/05/2015,17:00:00,6E,AV & LOCUST ST,LARCENY,,911,SOUTHERN,Curtis Bay,"(39.226740000000, -76.590140000000)",1
09/05/2015,17:00:00,7A,1800 WICKES AVE,AUTO THEFT,,831,SOUTHWESTERN,Morrell Park,"(39.264690000000, -76.656430000000)",1
09/05/2015,16:35:00,6C,6300 EASTERN AVE,LARCENY,,242,SOUTHEASTERN,Pulaski Industrial Area,"(39.287610000000, -76.539820000000)",1
09/05/2015,16:30:00,4E,FRANKLIN ST & N PACA ST,COMMON ASSAULT,,111,CENTRAL,Downtown,"(39.294830000000, -76.622620000000)",1
09/05/2015,16:30:00,4E,2800 WINWOOD CT,COMMON ASSAULT,,922,SOUTHERN,Cherry Hill,"(39.246460000000, -76.628890000000)",1
09/05/2015,16:30:00,5D,1400 E BALTIMORE ST,BURGLARY,,212,SOUTHEASTERN,Washington Hill,"(39.291370000000, -76.597790000000)",1
09/05/2015,16:20:00,4E,FRANKLIN ST & N PACA ST,COMMON ASSAULT,,111,CENTRAL,Downtown,"(39.294830000000, -76.622620000000)",1
09/05/2015,16:10:00,3AO,1000 W LOMBARD ST,ROBBERY - STREET,OTHER,931,SOUTHERN,Hollins Market,"(39.286790000000, -76.633780000000)",1
09/05/2015,16:00:00,6D,500 S STREEPER ST,LARCENY FROM AUTO,,232,SOUTHEASTERN,Canton,"(39.285720000000, -76.576520000000)",1
09/05/2015,15:30:00,6D,100 S CHAPEL ST,LARCENY FROM AUTO,,212,SOUTHEASTERN,Upper Fells Point,"(39.290300000000, -76.589770000000)",1
09/05/2015,15:15:00,4E,600 N BELNORD AVE,COMMON ASSAULT,,221,SOUTHEASTERN,McElderry Park,"(39.298060000000, -76.578750000000)",1
09/05/2015,15:00:00,6D,1100 KEVIN RD,LARCENY FROM AUTO,,822,SOUTHWESTERN,Rognel Heights,"(39.298510000000, -76.690310000000)",1
09/05/2015,14:50:00,6D,400 S CENTRAL AVE,LARCENY FROM AUTO,,211,SOUTHEASTERN,Little Italy,"(39.286250000000, -76.599290000000)",1
09/05/2015,13:30:00,4E,800 LINDEN AVE,COMMON ASSAULT,,142,CENTRAL,Mount Vernon,"(39.299300000000, -76.620750000000)",1
09/05/2015,13:30:00,4F,6600 GARY AVE,ASSAULT BY THREAT,,243,SOUTHEASTERN,Graceland Park,"(39.279950000000, -76.535480000000)",1
09/05/2015,13:30:00,6F,6600 GARY AVE,LARCENY,,243,SOUTHEASTERN,Graceland Park,"(39.279950000000, -76.535480000000)",1
09/05/2015,13:15:00,6D,400 N ATHOL AVE,LARCENY FROM AUTO,,822,SOUTHWESTERN,Uplands,"(39.290860000000, -76.689230000000)",1
09/05/2015,13:15:00,6D,200 N ATHOL AVE,LARCENY FROM AUTO,,822,SOUTHWESTERN,Uplands,"(39.288510000000, -76.688960000000)",1
09/05/2015,13:00:00,5D,1400 BONSAL ST,BURGLARY,,233,SOUTHEASTERN,Medford,"(39.277420000000, -76.544680000000)",1
09/05/2015,13:00:00,6D,2600 E FAYETTE ST,LARCENY FROM AUTO,,221,SOUTHEASTERN,McElderry Park,"(39.294560000000, -76.579960000000)",1
09/05/2015,12:47:00,7A,300 S Dallas St,AUTO THEFT,,211,SOUTHEASTERN,Perkins Homes,"(39.286970000000, -76.596540000000)",1
09/05/2015,12:30:00,6C,3500 BOSTON ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,"(39.277030000000, -76.567320000000)",1
09/05/2015,11:20:00,5A,1300 EUTAW PL,BURGLARY,,132,CENTRAL,Madison Park,"(39.303950000000, -76.626410000000)",1
09/05/2015,11:00:00,3B,2000 W BALTIMORE ST,ROBBERY - STREET,,714,WESTERN,Penrose/Fayette Street Ou,"(39.288100000000, -76.648880000000)",1
09/05/2015,10:47:00,5A,1300 BUNSEN WAY,BURGLARY,,243,SOUTHEASTERN,O'Donnell Heights,"(39.278230000000, -76.540970000000)",1
09/05/2015,10:30:00,6J,1600 HAZEL ST,LARCENY,,911,SOUTHERN,Curtis Bay,"(39.226080000000, -76.588350000000)",1
09/05/2015,10:15:00,6D,800 S BROADWAY,LARCENY FROM AUTO,,213,SOUTHEASTERN,Fells Point,"(39.282480000000, -76.593520000000)",1
09/05/2015,10:00:00,6D,0 N STREEPER ST,LARCENY FROM AUTO,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.292700000000, -76.576960000000)",1
09/05/2015,10:00:00,6D,200 W MULBERRY ST,LARCENY FROM AUTO,,111,CENTRAL,Downtown,"(39.294040000000, -76.618310000000)",1
09/05/2015,10:00:00,7A,2200 E PRATT ST,AUTO THEFT,,212,SOUTHEASTERN,Upper Fells Point,"(39.289530000000, -76.585580000000)",1
09/05/2015,09:30:00,6C,0 E FAYETTE ST,LARCENY,,111,CENTRAL,Downtown,"(39.290370000000, -76.614560000000)",1
09/05/2015,09:03:00,4F,400 W PRATT ST,ASSAULT BY THREAT,,113,CENTRAL,Downtown West,"(39.286230000000, -76.620920000000)",1
09/05/2015,08:00:00,6G,6500 SAINT HELENA AVE,LARCENY,,243,SOUTHEASTERN,Saint Helena,"(39.259840000000, -76.531780000000)",1
09/05/2015,08:00:00,7A,4500 EDMONDSON AVE,AUTO THEFT,,822,SOUTHWESTERN,Rognel Heights,"(39.293500000000, -76.692570000000)",1
09/05/2015,07:30:00,6D,1200 RIDGELY ST,LARCENY FROM AUTO,,941,SOUTHERN,Carroll - Camden Industri,"(39.277630000000, -76.626500000000)",1
09/05/2015,05:45:00,6C,600 S EXETER ST,LARCENY,,211,SOUTHEASTERN,Inner Harbor,"(39.283880000000, -76.600310000000)",1
09/05/2015,0401,9S,500 S PULASKI ST,SHOOTING,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.280770000000, -76.648950000000)",1
09/05/2015,04:43:00,4C,2300 E FAYETTE ST,AGG. ASSAULT,OTHER,221,SOUTHEASTERN,Patterson Place,"(39.294360000000, -76.584180000000)",1
09/05/2015,04:15:00,3B,200 S HIGHLAND AVE,ROBBERY - STREET,,231,SOUTHEASTERN,Highlandtown,"(39.290070000000, -76.569290000000)",1
09/05/2015,04:01:00,4A,500 S PULASKI ST,AGG. ASSAULT,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.280770000000, -76.648950000000)",1
09/05/2015,03:17:00,5D,5900 ERDMAN AVE,BURGLARY,,241,SOUTHEASTERN,Pulaski Industrial Area,"(39.300290000000, -76.546100000000)",1
09/05/2015,02:56:00,7A,600 N ROSEDALE AVE,AUTO THEFT,,814,SOUTHWESTERN,Franklintown Road,"(39.294430000000, -76.668690000000)",1
09/05/2015,02:30:00,3AF,1200 BAYARD ST,ROBBERY - STREET,FIREARM,932,SOUTHERN,Washington Village/Pigtow,"(39.279310000000, -76.636430000000)",1
09/05/2015,02:30:00,7C,0 N FULTON AVE,AUTO THEFT,,711,WESTERN,Franklin Square,"(39.288480000000, -76.645190000000)",1
09/05/2015,02:00:00,4E,1300 PONTIAC AVE,COMMON ASSAULT,,911,SOUTHERN,Curtis Bay,"(39.231950000000, -76.592710000000)",1
09/05/2015,02:00:00,7A,2000 LETITIA AVE,AUTO THEFT,,831,SOUTHWESTERN,Morrell Park,"(39.261620000000, -76.653340000000)",1
09/05/2015,01:45:00,4E,1100 S CHARLES ST,COMMON ASSAULT,,942,SOUTHERN,Federal Hill,"(39.276780000000, -76.614400000000)",1
09/05/2015,01:30:00,3AK,1800 WILMINGTON AVE,ROBBERY - STREET,KNIFE,831,SOUTHWESTERN,Morrell Park,"(39.265870000000, -76.654940000000)",1
09/05/2015,01:30:00,4E,100 S BROADWAY,COMMON ASSAULT,,212,SOUTHEASTERN,Washington Hill,"(39.289970000000, -76.593710000000)",1
09/05/2015,01:00:00,7A,500 S LAKEWOOD AVE,AUTO THEFT,,232,SOUTHEASTERN,Canton,"(39.285670000000, -76.578640000000)",1
09/05/2015,01:00:00,7A,500 S LAKEWOOD AVE,AUTO THEFT,,232,SOUTHEASTERN,Canton,"(39.285670000000, -76.578640000000)",1
09/05/2015,00:25:00,4E,2300 ROUND RD,COMMON ASSAULT,,922,SOUTHERN,Cherry Hill,"(39.253360000000, -76.626400000000)",1
09/05/2015,00:07:00,6D,1800 MCHENRY ST,LARCENY FROM AUTO,,934,SOUTHERN,Carrollton Ridge,"(39.284330000000, -76.645100000000)",1
